Review ID,Language,Created,Review text (Original)
227045030,english,2026.05.03 01:35,Kinda good I guess
227044945,english,2026.05.03 01:33,"I kept thinking I was at the end of the game and then a new mission would start. Good writing and story, feels and plays like a Bond movie"
227044446,english,2026.05.03 01:25,That was a fun campaign. I hope they add more missions to TacSim too.
227044380,english,2026.05.03 01:24,AAA
227044287,english,2026.05.03 01:22,Great story based game. Felt like playing a movie. Well optimized with amazing graphics and gameplay.
227044262,english,2026.05.03 01:21,One of the best games I have ever played.
227044247,english,2026.05.03 01:21,"Lore accurate. Intuitive combat controls, interactive environment, and ability to collapse structures really makes playing fun...  you feel like Bond. A perfect 7."
227044208,english,2026.05.03 01:20,Great game is great. It has everything I want from a Bond story.
227044186,english,2026.05.03 01:20,Great game
227044172,english,2026.05.03 01:20,Boring game with a lot of bugs.
227044141,english,2026.05.03 01:19,Great fun
227044046,english,2026.05.03 01:18,Its really fun
227043914,english,2026.05.03 01:15,"I would love to recommend this game. The gameplay is fun and the story is great. But the NPC issues cannot be ignored. Many times i had to reload a checkpoint because no NPCs were spawning and i was basically running from point A to point B with zero enemies. That could be ignored. But i am now on a mission where i need an NPC to trigger a cutscene and she just wont trigger it, Effectively soft locking my game. I have tried reloading, restarting the game, and any other manner of things i could think of. But as it stands, I cannot continue the story until the NPC issues are fixed. So while the game is extremely enjoyable. I cannot recommend since i literally cannot continue the story at this time."
227043717,english,2026.05.03 01:11,10/10 great game
227043712,english,2026.05.03 01:11,"Amazing James Bond experience. Mixing the stealth and action with witty comments. Keeps you wanting more, cheers."
227043623,english,2026.05.03 01:10,perfect game...
227043485,english,2026.05.03 01:07,"overall 8.1/10
gameplay 8/10
Story 9/10
cinematics 9/10
visuals 9.5/10
optimaztion 7/10
replay ability 6/10
              
    loved the play style, really made u feel like u are james bond they nailed that. they made it stay true to the movies. and they kept the story interesting enough for me to finish the whole game in 1 day. cinematics were amazing other than one scene. all and all a solid game.

things that i didnt like would have to be the movment at some points. object collision was sometimes a little buggy like u would half a foot away from something and it would stop your sprint ect ect, just stuff that can be patched nothing major, i think the game peaked midway. ending was decent but not as i thought it would. tbh i feel like the story felt kinda rushed, didnt ruin the quality just how the story flowed, massive time jumps.


game runs pretty good but at some points there where crazy frame drops, which tells me the game might need a little more optimization later on(im only saying this becuase some of the scenes, that i was experencing frame drops on i shouldnt) for instance there would be a scene that had alot of textures and stuff going on where id get 100fps, then there would be a less busy spot with 60fps

overall, loved the game, gave me shivers. even though the price tag may be 90CAD dont forget the game had a budget of 200 millon dollars, let them eat there cake."
227043478,english,2026.05.03 01:07,"great story telling, graphics are average but good game worth playing. Not a game you will play two or three times."
227043401,english,2026.05.03 01:06,"I went into the game thinking I'd get Hitman level design and open-ended stealth with a James Bond coat of paint for a spy experience unlike anything before. I got maybe a third of that; I don't consider it a bad thing honestly, just on the main story I got what felt like a Bond experience and i hope the obvious sequel continues the plot in an engaging way. On the gameplay front, I haven't sank my teeth into tacsim which is where I imagine most of the content it. Main story levels are often split between espionage and action segments all of it feeling like like what you'd expect out of a spy action flick.

I wish there was a mixed review option but in all honesty I've found that my experience with the game is overall positive so I am happy to leave a positive review."
227043362,english,2026.05.03 01:05,"basically Uncharted with some Watch Dogs like gadgets, whats not to like? Bond even looks and behaves like Nathan Drake but thats a good thing for me becuase I like the Uncharted series a lot. 

Only some cuts are a little harsh, some more detailed cutscenes would have kept the immersion up. IO is no Naughty Dog but they created a very good game and its well worth the Bond franchise."
227043330,english,2026.05.03 01:05,"**When it's on sale**

This is an inviting return to Bond in video games and is a hybrid between a Hitman-lite / Uncharted experience. The story is good and the stealth sections are very fun. 

The ""license to kill"" sections can be frustrating as the gunplay is not as smooth as something like Uncharted. The enemies are very aggressive, but the controls feel too clunky to keep up.

Drawbacks: The performance tanks in the second half of the game. I was able to play on Ultra settings @ 5120x1440 for the first half. But needed to turn down the settings to High and enable Frame Gen to have a stable experience when I hit the 007th mission.

The ultrawide / super-ultrawide experience is lacking. The game supports ultrawide resolutions natively however we have DOUBLE PILLARBOXES. Pillarboxes on both left/right side (which is common) but wait there's more! There are also pillarboxes horizontally at the top and bottom as well which looks absolutely atrocious. This can be resolved by using a hex editor on the .exe which will allow the full screen space to be used, however there will be noticeable animation and actor issues outside the bounds of the intended screen.
This was not terrible, certainly better than the default experience as there are a ton of cutscenes in this game.

Due to the current state of the game, I would give this a solid 007/10"
227043305,english,2026.05.03 01:04,"This is a really fun game !
If you're looking for something that plays like Hitman, this is not really it (as someone with literal thousands of hours in Hitman WoA). But it does have segments that give you some of that freedom of approach and generally allows stealth or action playstyle at player discretion.

The stealth is good, especially if you use the environment and gadgets Bond gets.
The action is in my opinion even better. In particular, the game's very well made melee combat systems can be used entirely seamlessly mid gunfight as well and not only are a valid way to deal with some situations, but can be the optimal one and are very satisfying. You can position enemies between you and others so they don't have a clear line of fire, isolate one hostile behind cover or in a room to take him out without wasting the sometimes scarce ammo... and more.

The story is great. VA work is wonderful. Characters overall are very well done and the writers clearly understand the character of Bond well while also making him perhaps more likeable than Bond often is in movies because they want the player able to identify with and like him.

Some people have described this as Uncharted meets Hitman, I would say there is more Uncharted than Hitman but as a Hitman fan I still love this to bits. Also it's better than Uncharted at some of the typical Uncharted stuff in my opinion.

Heavily recommend this game. Am really hoping it gets a sequel."
227043242,english,2026.05.03 01:03,awesome.
227043167,english,2026.05.03 01:01,"This game is 100% worth it, One of the best games iv'e played in a hot minute, the Stealth Sections and Licence to Kill Sections are probably or if not the best sections of the game. IOI did a great job with the game and I for one will be back to play this game again at a later date"
227043136,english,2026.05.03 01:01,"right now, performance is too much of an issue. don't buy it"
227042953,english,2026.05.03 00:58,"A thoroughly enjoyable game! Worth every penny for me. For a story perspective it makes sense, but the first couple of missions of game can feel a little slow but from there on it ramps up each level and just gets better and better. Feels like you're just playing through a James Bond film. Prayge for a sequel!

A few people asking if this is like Hitman, not really. While the missions have some amount of exploration to them, they are still fairly linear, unlike Hitman which is much more ""sandboxy"" and can have multiple ways to complete a mission. If you're looking for something more Hitman style, you can go play Hitman and beg the devs for Hitman 4, this is not that.

Running on high graphics/no DLSS/frame-gen etc, driver 610.47 and getting about 145fps."
227042801,english,2026.05.03 00:56,"Look different folks and different strokes and all that, but at 7 hours in, a don't think I would recommend this game. Iv had a lot of bugs and 2 crashes. It try's so hard not to be hitman but yet fails to tell a story like the unchartered series.

Something which confuses me early on is I am playing James bond, the next 007, sent on missions to save the world, the bad guys are numerous and have a wide range of weapons to kill you with, but yet I can only take two gadgets? a weird design choice that I can only say shows how linear and shallow the gameplay is. 

The camera is also terrible. Continuously feels like a wrestling match and a chore when entering hand to hand combat.  

Wait for patches, buy on discount and approach it as an interactive story."
227042684,english,2026.05.03 00:54,"The game is great, the boss fights force you into confrontation and that sucks, the TacSim is ok but not great.

Story is decent, gameplay is great."
227042652,english,2026.05.03 00:53,"pew pew, sneak sneak. very fun"
227042621,english,2026.05.03 00:53,just too good
227042496,english,2026.05.03 00:51,For Queen and Country
227042408,english,2026.05.03 00:50,a top game of the year
227042406,english,2026.05.03 00:50,"Incredible game. Sophisticated characters and hooking story. Incredible pacing and super fun action portions. Graphics are great, gameplay is smooth, Bond is charming and dangerous just how he should be! Reminds me of how games should be. Not long but not short. Playing it again cause the story, characters and pacing were that great!"
227042396,english,2026.05.03 00:49,"When IO Interactive announced they were making a freaking James Bond game, I knew it was going to be good. What I didn't know was that it would completely consume my life for the next few days.
I expected a banger.
I did NOT expect a 10/10.
Actually, scratch that.
This game is a 1000000000/10.
The CQB feels amazing, the hacking mechanics are fun, the stealth is satisfying, and the graphics are absolutely insane. On top of that, it's optimized incredibly well.
IO Interactive somehow took everything that makes Bond cool and turned it into the perfect action-adventure game. The atmosphere, the gadgets, the combat, everything just works.
Was it worth the money? Yes.
Was it worth the wait? Absolutely.
Would I buy it again? Without hesitation.
My only complaint is that now every other spy game has to compete with this masterpiece.
MY 2026 GOTY. EASILY."
227042388,english,2026.05.03 00:49,"The Name’s Bond. James Bond.

For the first time in a long time, that actually means something in a video game again.

007 First Light is the best Bond game since Everything or Nothing, and I do not say that lightly.

For context, I am a huge IO Interactive fan. I have been playing their games since Hitman: Codename 47 back in 2000, and I have finished and loved pretty much everything they have made. Mini Ninjas is the only real gap for me, and not because I disliked it, I just never got around to finishing it. From what I remember, it was a fine game.

I am also a James Bond fan, especially when it comes to the games. I am old enough to remember being right in the middle of the GoldenEye 007 zeitgeist on the N64, and for a while after that we got one disappointing Bond game after another. Agent Under Fire and Nightfire were solid, but it was not until Everything or Nothing came along that it felt like we finally got something truly special again. It did not quite hit the lightning-in-a-bottle highs of GoldenEye, but before 007 First Light, I still considered Everything or Nothing the second-best Bond game ever made.

That is the context I am bringing into 007 First Light. So when I say this is the best Bond game since Everything or Nothing, and that it might just be the best Bond game ever made, I mean it.

Despite how some of the gameplay and HUD elements might look, this is not just Hitman in a tuxedo. It has elements of an Uncharted game: exceptional storytelling, expertly crafted cutscenes, visceral combat, and extraordinary set pieces, filtered through IOI’s strengths: focused social stealth sandboxes, gadgets, improvisational combat, and just enough Kane & Lynch ugliness to make the violence feel impactful.

The combat is fantastic. The hand-to-hand system has a familiar Batman-style counter system, but the game really shines when you are mixing fists, gunplay, gadgets, hacking, instinct, limited ammo, stolen weapons, and pure improvisation. Using your watch to set off a trap or hack a distraction feels great. Tossing an empty gun into an enemy’s face and stealing his firearm never got old. It constantly feels tight, chaotic, stylish, and reactive, like you are winging it and thinking on your toes while doing it with the pizazz of James Bond.

The stealth is also excellent. Hitman fans will feel at home, but Bond is not Agent 47, and IOI clearly understands that. Agent 47 survives social spaces by blending in and becoming invisible, despite how hilariously suspicious he may look to us players. James Bond survives them by being cunning, sly, and exceptionally charming. The hacking watch gives the stealth a bit of a Watch Dogs or Cyberpunk 2077 flavour, while the instinct system lets Bond bluff his way through situations in a way that feels completely natural for the character. Also, shout out to the writers and Patrick Gibson for what feels like a billion lines of dialogue for the many situations Bond can find himself bluffing his way out of.

Bond's first real mission, infiltrating the chess event disguised as a chauffeur, is where the game figuratively gives you the keys to the Lamborghini. You drive a Jaguar in this section, but you get the idea. That is when the game truly fires on all cylinders for the first time. The nightclub section before it is a damn good appetizer, but the chess event introduces how the somewhat linear sandbox functions, and it shows off this version of Bond’s social stealth toolkit beautifully. There are several great sandbox-style areas later, but that mission does such an exceptional job of showing what this game is, and it made me excited to see where the story would go next.

Then there are the set pieces. The airplane sequence, where you are in combat while also controlling the roll of the hacked plane, is one of the coolest action-game moments I have played. The car chases are a blast too. The garbage truck section is not mechanically deep, sure, you can basically hold the gas pedal and win, but as a Bond moment it absolutely kicks ass. Making it to the truck by the skin of your teeth feels great, and the banter between Bond and the truck driver when he borrows it is a perfect little character moment. The spectacle, the music, and hearing the proper Bond theme kick in made that sequence stand out for me.

Patrick Gibson also deserves a ton of credit. A rookie twenty-something James Bond sounds like it could be a terrible idea, but he immediately and completely won me over. Right off the hop, his Bond is charming, reckless, stylish, and just rough enough around the edges to make the origin story work. I also really appreciate that IOI went closer to the novel-accurate Bond appearance, with the blue-grey eyes and cheek scar. It is a small detail, but I imagine longtime Bond fans will appreciate it. I never felt like I was playing as Nathan Drake or some other dude. It consistently felt like Bond, just younger and slightly less refined.

The story does the job perfectly too. I will avoid spoilers, but the writing and acting were just as good as, if not better than, some of the greatest Bond films. The pacing is exceptional. It took me around 15 or 16 hours to finish, but it felt like a tight campaign in the best possible way. Time flew, I wanted more, and I still felt like I got my money’s worth. For this kind of game, that length is basically perfect.

It also reminded me how refreshing it is to play a straightforward single-player game in 2026. No live-service nonsense. No microtransactions. No bloated filler. No pointless systems trying to waste your time. Just a damn solid solo campaign that knows exactly what it is trying to do and does it extremely well. The Tactical Simulation (TacSim) mode adds some replayability after the credits roll. It's where you can play challenges with modifiers, scoring, unlocks, and different ways to approach each scenario. It scratches some of that IOI mastery/replayability itch without bloating the main campaign. A New Game+ would have been nice, and hopefully IOI patches it in, because it would be fun to replay the story with all the gadgets unlocked.

I honestly do not remember any part of it dragging. I loved the story, the gameplay blend, the set pieces, the pacing, and the feeling of finally getting a proper modern Bond game again.

Strongly Recommended."
227042361,english,2026.05.03 00:49,worth the money
227042274,english,2026.05.03 00:47,Peak.
227042174,english,2026.05.03 00:46,"007 First light 
More Uncharted than Hitman. 
More Sean Connery than Daniel Craig.
More movie than video game. 
An absolute love letter to all of us 007 fans who watched the movies and read all the books. There is even a few easter eggs for us Mission Impossible fans as well. 
"
227042134,english,2026.05.03 00:45,10/10 James bond origin story!
227042007,english,2026.05.03 00:43,amazing
227041945,english,2026.05.03 00:42,good game
227041872,english,2026.05.03 00:41,"Felt as though my hand was being held for about 75% of the game. For a game being released in 2026, the graphics weren't all there (I played on Ultra settings). One thing I simply couldn't get past were how awful some of the accents were. How the hell you pronounce ""ma'am"" as ""mom"" in an english accent?! Not worth $70, wait for this game to go on sale before buying."
227041806,english,2026.05.03 00:40,nice
227041628,english,2026.05.03 00:37,It plays buttery smooth. At first it looked quite smudgy even on ultra graphics without any upscaling but after disabling chromatic aberration and all the blurs it looks good. HDR implementation is superb.
227041539,english,2026.05.03 00:36,"Amazing experience, truly a unique and fun game. Sadly it runs like crap (no crashes just stuttering and laggy), just like every triple AAA game as of recent, i hope devs get out this phase of saving a buck and optimising later. Great game either way."
227041492,english,2026.05.03 00:35,Enjoyed using stealth and gadgets
227041370,english,2026.05.03 00:33,"IOI nailed the spy/thriller and Bond's witty charisma perfectly. The combat in the game is excellent. Hand to Hand reminds me of sleeping dogs with how much interactivity it has, which is awesome, and the gunplay is solid. Can't wait to see what they do with the sequel and where it will take Bond."
227041200,english,2026.05.03 00:31,IOI jumped over they head!
227041164,english,2026.05.03 00:30,♥♥♥♥ game
227041120,english,2026.05.03 00:29,the name is bond james bond
227041041,english,2026.05.03 00:28,Good As G!!!
227041006,english,2026.05.03 00:28,Absolute cinema
227040945,english,2026.05.03 00:27,Best 007 yet!!!
227040618,english,2026.05.03 00:22,My martinis have been shaken.
227040444,english,2026.05.03 00:19,bond. james bond. patrick gibson should be the new bond for the movies.
227040395,english,2026.05.03 00:19,good game
227040302,english,2026.05.03 00:18,Loved it!
227040282,english,2026.05.03 00:17,"Its like Hitman and uncharted had a baby. I love when non open world games really take the time to perfect each scene. SO many things you can interact with in the game, so many great details to see, and the playstyles are satisfying. The enemies are a bit clueless, but who cares this is a single player and i only played on normal difficulty so its fine to me. I don't usually critique stories because i don't play games for a narrative mainly cause that is for movies and shows, but the story is pretty cool, Gameplay mechanics are top notch. I love how they give you many ways to approach a situation, and it allows you to really be a spy. I almost feel like I'm close to finishing the game, i hope their is more in store for this game. I really wish these were the type of games where you can have a friend play as well, imagine we are both 00 Spies that infiltrate areas together, and we need to figure out stuff together and help each other get out of binds and what not. anyhow, great game!

I give stuff a 10/10 when i think they put soo much effort in that even if they are not perfect, they have proven their work to be what a human can achieve when they put their mind and skill to the test."
227040108,english,2026.05.03 00:15,"Fantastic game, great story, and as someone who has seen all the movies and played all the games, my favorite part is how they retell 009's story.

My only real complaint is the less-than-preferable enemy AI. But that's a pretty common complaint across a lot of games. 

The boss fights were a lot of fun. 

I didn't have any crashes or performance issues, so I can't speak to those.

My rig: 
RTX 4090 
Ryzen 9 7900X3d
32GB RAM
"
227040016,english,2026.05.03 00:13,"It's interesting for sure. While I was expecting more Hitman-like violence, a lot of it was more stealth than anything. Definitely a great game though. Would recommend for sure."
227039956,english,2026.05.03 00:12,good game
227039687,english,2026.05.03 00:08,"Overall, it's a great game and possibly the best James Bond game to date. The gameplay mechanics are solid, the visuals look great, and the story is engaging. You can sneak through missions like a real agent, use a variety of gadgets, engage in hand-to-hand combat, or rely on firearms when necessary.

However, the first 1,5 hours feel like an extended tutorial, as they are almost entirely focused on James Bond's training. The game only really starts to open up after that. While this isn't necessarily a major issue, it does mean that the game takes some time before it truly gets going.

My biggest criticism is the price. €70 is simply too much for the amount of content offered. The game is a fairly linear experience with a playtime of around 11 hours and very little replay value. While the single playthrough is enjoyable, I don't think it justifies the full asking price. If the game included a multiplayer mode or more Hitman-style missions with multiple approaches and higher replayability, I would gladly pay €70 for it.

For that reason, I'll be refunding the game and waiting for a sale. Despite my criticism, it's still a good game that I can recommend, which is why I'm leaving a positive review."
227039513,english,2026.05.03 00:06,Felt like i was watching a james bond movie.
227039469,english,2026.05.03 00:05,Uncharted 4 = Great. Hitman = Great. Uncharted + Hitman = amazing.
227039452,english,2026.05.03 00:05,007 Reporting for duty
227039344,english,2026.05.03 00:03,"would say game is about a 7 out of 10. good story and characters, enjoyable combat. A little short. took me 14 hours to finnish the main campaign."
227039343,english,2026.05.03 00:03,bit disapointing for 60 quid 15 hours and i finished the story with little to no replayability
227039335,english,2026.05.03 00:03,"So you want me to be half monk, half hitman."
227039254,english,2026.05.03 00:02,"Phenomenal game. Seamless, authentic, atmospheric and charming. It is a nostalgic feeling to be going through another 007 title. This one feels so alive with every scene you go through. It was beautiful to be a part of the story playing as a classic spy. Prior to the game's launch I was worried the combat would be a flop from early teasers but I was gladly mistaken. 

All in all, going to go down as one of my favourite games of all time."
227039248,english,2026.05.03 00:02,"Nailed the James Bond aesthetic, absolutely incredible game. Plays like a game, looks like cinema. As it should be."
227039158,english,2026.05.03 00:00,"This is an amazing game. I finished the game in two days, and just started my 2nd playthrough. I would recommend this game to anyone who enjoys the Hitman games, James Bond, or if your just thinking about purchasing it, it is that good."
227039141,english,2026.05.03 00:00,best James Bond game
227039122,english,2026.05.03 00:00,good game
227039044,english,2026.05.02 23:59,เกมสนุก เนื้อเรื่องน่าติดตาม สาวๆ สวย แค่นี้ก็เอาไปเลย 10/10
227038945,english,2026.05.02 23:58,"really enjoyed the game so far it is lengthy but in a good way bc u dont want it to end. the hand to hand combat feels good gunplay is sometimes awkward but good. driving sucks but doesnt really matter.
"
227038845,english,2026.05.02 23:57,"Really good story. A very different take on James Bond but i liked it quite a bit also having him throw out quips throught the entire game great choice. ""Museum door inspector. This one didn't pass"" Great bits all through out"
227038767,english,2026.05.02 23:56,"Closest thing I can pinpoint this to is 'Hitman: absolution'
Strong ideas that lead into somewhat annoying gameplay design choices, That will eventually become smoothed out by the time the 2nd entry comes through.

Hopefully in the sequel there wont be 2 out of the 12 hours spent climbing a pipe.
"
227038693,english,2026.05.02 23:55,"Amazing game, It feels like it took the best of both Uncharted and Hitman and combined them into something that genuinely stands on its own. I'd even say it surpasses Uncharted for me and I say that with love for that series, not as a knock against it.
The presentation is fantastic across the board, the locations are varied and full of character, gadgets are fun to use, and the cars and set pieces have that classic Bond flair done right. Patrick Gibson deserves a special mention too, he absolutely nails the role, and at this point he's sitting right up there with Craig on my personal list of favourite Bonds.
The only area where First Light is a step behind is technically, visually it's not the most impressive thing you'll ever see, though it's still genuinely good-looking and never feels lacking. But everything else more than makes up for it. The action is a blast from start to finish: shooting, stealth, gadgets. It's the most fun I've had with a game in a long time. And compared to Uncharted, this doesn't lean on being a parkour simulator, and the shooting actually feels good.
Absolutely worth the price. Already looking forward to a sequel."
227038570,english,2026.05.02 23:53,Bond
227038233,english,2026.05.02 23:48,"A perfect james bond game, with killer story top notch action and amazing acting. Graphics is wonderful with good optimization.
If you like linear story driven game then this is it."
227038224,english,2026.05.02 23:48,"Really great game. The combat system is super fun, especially the melee. There were times when I wished it was a little bit less linear, especially in the back half of the game, but overall it's a good time regardless. I'm excited for a potential sequel!"
227038113,english,2026.05.02 23:46,56
227038068,english,2026.05.02 23:46,"007 First Light is a very fun video game. It feels like a video game from more then a decade ago, in a good way. It's just a solid single player campaign with a well known IP. They did a good job with the story and the AI, and keeping faithful to what a Bond game should be. This game isn't going to win any game of the year awards, but I had a lot of fun playing, and it is well worth the money."
227037971,english,2026.05.02 23:44,Holy peak
227037947,english,2026.05.02 23:44,"It's just an amazing James Bond Game, it has absolutely everything you'd want from a video game made for this particular franchise and character. Even if  couple of bugs pop up here and there it's still worth it, even if I kept dying on some sections it wasn't frustrating, at the end I just wanted to be a better Bond and that's my highest praise."
227037900,english,2026.05.02 23:43,goeie
227037881,english,2026.05.02 23:43,Utterly peak spy action
227037807,english,2026.05.02 23:42,"[h1]007 First Light[/h1]
[h2]9/10[/h2]
[h3]Cinematic spy action done right[/h3]

[b]The Hook[/b]- This game really shows who Bond was before he became Bond, it's a great ride from start to finish!

[b]What works[/b]
[list]
[*]The story really pulls you in, seeing a younger and messier Bond actually makes it feel real and satisfying
[*]Looks and sounds incredible, feels like watching a movie
[*]Combat is fun and enjoyable, the sneaking and takedown just feels so satisfying!
[/list]

[b]What doesn't[/b]
[list]
[*]Finished the game in about 16 or so hours, which felt a bit short for what you pay
[*]The game is pretty linear so not a whole lot of free roam
[/list]

[b] Best for: [/b]Bond fans, IO Interactive fans, anyone who likes a good story-driver game
"
227037798,english,2026.05.02 23:41,Games incredible and I have never even seen the films from pacing to combat to stealth to graphics potential GOY for sure!
227037707,english,2026.05.02 23:40,"It's not a bad game, however it IS the peak of mediocrity.

- The stealth gameplay is horrible imo. They're all retarded ""must've been the wind"" ahh NPCs.
- Voice acting is good.
- Gun combat feels dull but hand to hand is fun.
- Soundtrack epic.
- Cool training montage / intro.
- Cool set pieces"
227037610,english,2026.05.02 23:39,"I've seen a few mixed things and wanted to throw my hat in the ring as someone whose never played the Hitman: World of Assassination game since that is the common reference I'm seeing. (Because of this game, I'll definitely be trying it now.)

Where to start.... As a lifelong Bond fan, this game scratched an itch I've had since the last movie came out. The best part was that it was completely unexpected that this game satisfied as well as it did. People who are campaigning for the actor in the game to be the next Bond in the movies are not just overexaggerating. He absolutely kills it. 

The story is absolutely wonderful. Modernizing a young Bond seemed like a ""risky"" play, but oh my they did such a great job. I found myself invested very early on and was even a little sad to see the story end when it does. I'm absolutely looking forward to any future content that comes from this series or game. I haven't really dove into the TacSims yet, however I fully plan to. 

As for negatives, I really only encountered 1 ""bug"" throughout my time playing. I was unsure if it was my PC, or if it was a part of the game. It happened after both patches, so I'm unsure. From time to time, the game would suddenly just drop frames and lag behind when I tried to access the gadget menu pre-mission OR if I pressed the Tab button to view hints/opportunities. I'd simply close the game and then re-launch it. The issue would go away until I usually got to a certain point where I needed another menu. It wasn't the worst thing in the world, so I was able to overlook it and thoroughly enjoy the game. 

All that to say- 
9.5/10  Absolutely buy this game. I'm hoping the TacSims provide an ongoing play experience from such a great game."
227037537,english,2026.05.02 23:38,"I bought this game out of boredom and it absolutely blew me away.

Felt like watching a top tier movie and being active in it.

I don't usually buy singleplayer games at full price but this was just amazing."
227037524,english,2026.05.02 23:38,"As a lifelong Bond fan who pre-ordered the collector's edition the second it was announced, I had incredibly high expectations for this game. I grew up playing every James Bond title, watching all the movies, and collecting the merchandise. I also share a deep connection to this franchise through my father, who passed away last December. All this to say: this game was deeply personal and special to me.

I am thrilled to say that they completely surpassed my highest expectations. This is exactly why I play video games—it is the ultimate form of immersive entertainment. I’ve never felt this much joy playing a James Bond game. The lead actor absolutely nailed it, the action is perfect, and the story feels like a classic movie straight from the mind of Ian Fleming himself.

This is the kind of game I will be replaying for years to come, and I cannot wait for future updates and DLC. It was well worth the nearly 15-year wait for James Bond to finally return to video games."
227037447,english,2026.05.02 23:37,a good spin on hitman
227037429,english,2026.05.02 23:37,"cool game. gameplay is like light hitman. you can open spaces with creativity and some linear challenges. i like it because it paces the game well. storyline is engaging and storytelling is very good, lots of character building and environmental storytelling. it's not perfectly optimized, there are huge fps drops with smoke, it's annoying and very noticeable, but not unplayable. 

overall it's quite engaging and i finished it in a weekend.

it's a bit short for the price. you get about 10-20 hours of gameplay, depending on how fast you go."
227037392,english,2026.05.02 23:36,"Jeu sympa, mais fini en seulement 16h...
Pas assez de mécanique à mon goût (pas de déguisement, pas possible de cacher les corps...)
l'histoire est sympa mais quelques trames à revoir (toute la fin...)
Un jeu sympa à 30 euros mais pas plus
Optimisation à améliorer (comme tous les jeux depuis 5 ans mais ce n'est pas le pire)"
227037307,english,2026.05.02 23:35,"8/10

As a massive fan of the bond franchise this game perfectly illustrates why i fell in love with the series. This game a sleek action packed thriller that has gorgeous cinematics that help bring the sensation of spycraft right to the player. Add a fun and intuitive combat system and your left with all the makings of a modern classic.

My only complaint would be the length but it's clear this is the beginning of a multi game development. But overall this game beautifully blends the nostalgia of Bond with a slick new story and with the smooth features of a modern well-crafted AAA game."
227037264,english,2026.05.02 23:34,Love the story and being in the world of 007. Making my childhood dreams come true! If only the story was a bit longer for the price.
227037180,english,2026.05.02 23:33,the last boss was 2 clicks and 3 space bars
227037150,english,2026.05.02 23:33,"Very impressed to say the least, when you think it couldnt get any better it does! ill be on my 2nd play throught shortly... such a Phenomenal game."
227037110,english,2026.05.02 23:32,"James Bond Super Fan, Very enjoyable take on the Bond Formula"
227037070,english,2026.05.02 23:32,"007 is a great game with a great story, i wish we could have customize are toon.  i can see this game having a future like AC. could create lots of different stories after this one.  love the game"
227036929,english,2026.05.02 23:30,Best 007 game ever!
227036865,english,2026.05.02 23:29,The game does not have Arabic language support.
227036523,english,2026.05.02 23:24,What a game!
227036518,english,2026.05.02 23:23,Don't listen to the haters - this felt like a movie to play and it was a pleasure. A little light on the length of the story but honestly I had more total fun than I did on much longer games so I'd say still worth it
227036515,english,2026.05.02 23:23,when is the next game?
227036337,english,2026.05.02 23:21,Great game just need a good pc or it will be slow and crash a lot.
227036103,english,2026.05.02 23:18,Good game!
227036053,english,2026.05.02 23:17,"I really want to recommend this game, but it’s yet again one of those newly released 2026 triple A games that suffer from GPU related issues.

To start things off, it’s so bad, GPU crashing even occurs on the ps5 and ps5 Pro consoles, which can unfortunately brick your console since you don’t have access to the display driver within Sony’s proprietary OS.

In addition, on pc, the GPU crashing is tied to upscaling. More specifically, FSR. When FSR is enabled in game, some cutscenes cause entire system shutdowns. 

It’s such a shame because the game is nonetheless very fun to play.

EDIT: I've decided to edit this review and give the game a positive feedback, because after I've detailed this GPU rendering pipeline issue to the developers, that causes total GPU crashing, they seem to have listened and fixed the problem. The latest patch notes mention this. Now, because the developers listened to me and fixed the problem which is somehow present in: Forza Horizon 6, RE9, Subnautica 2, and 007 First Light; I have decided to change this from a negative review to a positive review, even though, the game should have never released in this condition to begin with."
227035575,english,2026.05.02 23:10,"Great story! The game plays well, is interesting and has that Bond feel."
227035541,english,2026.05.02 23:09,Absolute kino
227035511,english,2026.05.02 23:09,vary good I Enjoy it
227035461,english,2026.05.02 23:08,"its ok but has ♥♥♥♥♥♥ performance on steam deck only 40 to 30 fps
"
227035421,english,2026.05.02 23:07,holy game
227035413,english,2026.05.02 23:07,Honestly was never really into the James bond character but this game has made me fall in love with it! the story was really good and I loved the gameplay and the mechanics!!
227035327,english,2026.05.02 23:06,"Wonderful game. I have heard so much about Golden Eye but never played it. To play this game that mixes Hitman, Uncharted and other elements from other games so good is really wonderful.

I really advise anyone to play it and give it a try. Another great game this year!"
227035233,english,2026.05.02 23:05,Great return of Bond and 007 franchise. Get that sequel in production asap. Recommend the higher difficulty as it is a little easy.
227035128,english,2026.05.02 23:03,"It is Perfect for anyone who wants to enjoy a high end parkour, shooter, stealth and story game!"
227035099,english,2026.05.02 23:03,"Good game that would've been better with more Bond and less nonstop shooting and combat sequences. More chances to bluff, and mess with people would be great. 3-4 more of the chess tournament style missions would've been great, cause now only half of the campaign is really like that."
227035097,english,2026.05.02 23:03,game of the year
227035010,english,2026.05.02 23:02,"This game feels like I am playing in a Bond movie. It's really smooth, fairly easy to pickup on controls and actions, the voice acting is great. So far I am having a blast and as a long time fan of the 007 it works."
227034794,english,2026.05.02 22:59,solid game
227034593,english,2026.05.02 22:56,"PROS
action
stealth
story telling 
optimized 

CONS 
wish it was longer cuz game is so good

9/10"
